amount_requested,aadhaar_link_verified,multiple_claims,suspicious_ip_activity,category,scheme_name,category_type,aadhaar_number,income,is_fraud
5974,1,1,1,ST,Pre Matric Scholarship,Pensioner,208099586499,136129,1
683,1,1,0,General,Post Matric Scholarship,Student,857133491222,17131,0
3976,0,0,1,General,Pre Matric Scholarship,Farmer,760862329965,35490,0
365,0,0,1,OBC,Pre Matric Scholarship,Farmer,411009376407,25424,1
8946,0,0,1,General,Post Matric Scholarship,Farmer,607946768977,98379,1
9962,1,0,0,ST,Other Scheme,Student,701918913852,178097,1
5737,0,0,0,ST,Post Matric Scholarship,Student,834495192231,33163,1
6573,1,0,0,OBC,Other Scheme,Farmer,247739805607,150169,1
2681,0,1,0,SC,Pre Matric Scholarship,Pensioner,825327239216,38310,0
2320,0,1,0,OBC,Pre Matric Scholarship,Pensioner,983648087582,172297,1
1390,1,1,0,General,Pre Matric Scholarship,Pensioner,964739855570,30665,0
814,0,1,0,VJNT,Post Matric Scholarship,Worker,113742158765,120929,1
7122,1,1,0,OBC,Post Matric Scholarship,Farmer,662638275439,42576,1
7213,1,0,1,ST,Post Matric Scholarship,Worker,626995431328,112601,0
1587,0,1,0,SC,Post Matric Scholarship,Worker,785386562360,57287,1
6340,1,1,0,General,Post Matric Scholarship,Worker,905951253234,12664,0
2552,0,0,1,General,Other Scheme,Farmer,444072996706,47405,0
5347,1,1,0,General,Post Matric Scholarship,Student,129163277044,181713,1
8431,1,1,0,ST,Pre Matric Scholarship,Pensioner,556573244489,85691,0
3974,0,1,1,OBC,Pre Matric Scholarship,Farmer,351427430941,42868,1
720,0,1,1,OBC,Post Matric Scholarship,Pensioner,650249308479,63299,1
3396,1,1,1,VJNT,Other Scheme,Worker,911197575487,571,0
9518,0,0,0,General,Post Matric Scholarship,Farmer,778514274087,122576,0
2749,0,0,1,SC,Pre Matric Scholarship,Farmer,681381629937,114237,0
7711,1,0,1,General,Pre Matric Scholarship,Worker,945561674664,1798,1
2853,0,1,1,ST,Other Scheme,Student,255270600119,68324,0
7713,0,1,0,ST,Post Matric Scholarship,Student,343858911041,125956,0
470,0,1,1,OBC,Other Scheme,Farmer,341429215909,9133,1
3840,1,0,1,SC,Post Matric Scholarship,Farmer,416286916376,118286,1
9542,0,0,0,OBC,Pre Matric Scholarship,Farmer,659745078263,25210,0
8793,0,1,0,VJNT,Post Matric Scholarship,Pensioner,110814918101,80823,0
4555,1,0,1,General,Post Matric Scholarship,Pensioner,308928444104,177066,0
6521,0,1,0,OBC,Post Matric Scholarship,Worker,923716233323,21881,0
338,1,0,1,SC,Pre Matric Scholarship,Farmer,471516014519,50962,0
6335,0,0,0,ST,Pre Matric Scholarship,Worker,745204918132,83305,1
8180,0,1,0,OBC,Pre Matric Scholarship,Pensioner,946621179048,189534,0
1407,1,0,1,ST,Other Scheme,Worker,227054817866,127892,0
3720,1,1,1,SC,Other Scheme,Worker,958341822007,54279,1
7595,0,0,0,VJNT,Other Scheme,Farmer,479042375180,85951,0
2943,0,0,0,General,Other Scheme,Worker,310258557217,106976,1
237,1,1,1,OBC,Other Scheme,Worker,130217281157,28157,1
6955,1,0,1,General,Pre Matric Scholarship,Pensioner,110737912541,57430,1
6274,1,0,1,OBC,Post Matric Scholarship,Worker,356607089214,114204,1
1982,0,0,1,VJNT,Pre Matric Scholarship,Student,966343155653,4803,0
1961,0,0,1,OBC,Other Scheme,Farmer,837315568037,114983,0
3326,0,1,1,ST,Other Scheme,Pensioner,382208292022,129948,0
3466,1,1,1,VJNT,Post Matric Scholarship,Farmer,615685042381,35129,1
7394,1,0,0,OBC,Other Scheme,Farmer,138044908074,191253,0
3274,1,1,0,OBC,Other Scheme,Farmer,220892420765,43981,1
3675,1,0,1,OBC,Post Matric Scholarship,Farmer,202307456682,73419,0
2722,0,1,1,VJNT,Pre Matric Scholarship,Pensioner,667028454706,55884,1
9293,0,1,0,SC,Other Scheme,Worker,436010763600,3737,1
7743,1,1,1,VJNT,Post Matric Scholarship,Student,487313989932,25121,0
4929,0,1,1,VJNT,Post Matric Scholarship,Pensioner,845663612587,53565,0
4691,0,0,0,OBC,Other Scheme,Farmer,325847036585,28419,0
8887,1,1,0,General,Post Matric Scholarship,Pensioner,619652409874,50976,0
8771,0,0,1,OBC,Post Matric Scholarship,Student,879651157937,10770,1
6069,0,1,0,VJNT,Pre Matric Scholarship,Worker,999478744357,63340,0
718,1,1,0,ST,Pre Matric Scholarship,Student,344197519123,14505,1
5965,1,1,1,ST,Post Matric Scholarship,Student,869035396446,134888,0
2134,0,1,0,ST,Pre Matric Scholarship,Pensioner,266783814611,68746,1
274,1,0,1,SC,Pre Matric Scholarship,Worker,901303418938,5077,1
764,1,0,0,General,Pre Matric Scholarship,Student,177739442392,107825,0
1932,1,0,0,ST,Other Scheme,Pensioner,456158044695,171353,0
1198,0,1,0,General,Pre Matric Scholarship,Pensioner,356952791480,102603,0
1808,0,0,1,OBC,Post Matric Scholarship,Farmer,861631782732,94744,0
4803,0,1,1,SC,Pre Matric Scholarship,Pensioner,380456812101,82764,1
8943,1,0,1,SC,Pre Matric Scholarship,Farmer,669844956465,78685,0
1047,1,0,0,ST,Other Scheme,Pensioner,645757222594,131607,0
9118,0,0,1,SC,Post Matric Scholarship,Farmer,577662089195,61367,0
9902,1,1,1,ST,Other Scheme,Worker,471159593402,38282,0
9823,1,1,0,OBC,Pre Matric Scholarship,Student,706358026945,164898,1
5441,0,0,1,ST,Other Scheme,Student,523167835931,186810,0
7043,1,1,0,General,Other Scheme,Pensioner,597605132874,168305,0
4309,1,0,0,OBC,Other Scheme,Worker,665317129858,57630,0
722,0,0,1,ST,Post Matric Scholarship,Farmer,332951556356,96548,0
2693,0,0,1,OBC,Pre Matric Scholarship,Worker,955902225424,8548,0
7550,1,1,0,OBC,Post Matric Scholarship,Student,828296897982,125022,1
9407,0,1,1,ST,Post Matric Scholarship,Farmer,278277882479,85688,0
399,0,1,0,ST,Other Scheme,Pensioner,474929835370,32292,0
5025,0,0,0,General,Other Scheme,Student,682116676797,9803,1
5952,0,1,0,ST,Pre Matric Scholarship,Worker,848483664135,187189,1
7435,1,0,1,VJNT,Other Scheme,Farmer,208690361754,90228,0
7522,1,1,1,General,Post Matric Scholarship,Pensioner,414837828465,37027,1
3239,1,1,1,SC,Post Matric Scholarship,Student,273678579548,188991,0
2905,1,1,1,OBC,Post Matric Scholarship,Student,809989099138,44548,1
9924,0,1,0,ST,Other Scheme,Pensioner,836564536448,75476,0
5344,0,1,0,ST,Pre Matric Scholarship,Student,986194474793,193453,1
2665,0,0,0,ST,Post Matric Scholarship,Farmer,151814616364,132380,0
5790,0,1,0,General,Pre Matric Scholarship,Pensioner,576097343182,166012,1
8427,1,0,1,VJNT,Other Scheme,Worker,977561270751,167947,1
7637,0,0,0,OBC,Post Matric Scholarship,Farmer,608203669779,180653,1
7883,1,1,1,ST,Post Matric Scholarship,Farmer,830056054783,94726,0
6664,0,1,0,ST,Post Matric Scholarship,Farmer,424982001441,129164,0
2819,0,1,0,SC,Pre Matric Scholarship,Pensioner,150261797382,322,1
8956,1,1,0,General,Other Scheme,Worker,102447867172,165057,1
8635,1,1,1,ST,Pre Matric Scholarship,Student,512003512768,189786,0
8153,1,0,1,General,Other Scheme,Farmer,614131568381,127907,1
5623,1,1,1,General,Other Scheme,Farmer,866629870301,167807,1
9748,1,1,1,General,Other Scheme,Pensioner,431353390683,11907,0
2992,0,1,0,SC,Pre Matric Scholarship,Pensioner,213429735532,147217,1
3481,1,1,0,OBC,Other Scheme,Pensioner,862184295295,196868,0
8696,1,1,0,General,Other Scheme,Farmer,484425129792,111265,1
565,0,0,0,SC,Post Matric Scholarship,Student,476117131584,90371,0
52,1,1,1,VJNT,Other Scheme,Pensioner,925330251920,2663,0
2703,1,0,0,General,Post Matric Scholarship,Student,523581833254,80829,0
2699,0,1,0,ST,Pre Matric Scholarship,Farmer,198568365964,121493,1
1504,0,0,1,OBC,Pre Matric Scholarship,Worker,478028249800,97891,0
6423,0,1,1,VJNT,Post Matric Scholarship,Farmer,321967126241,85418,1
9059,0,1,0,OBC,Pre Matric Scholarship,Worker,802979553445,183817,1
6312,1,1,1,General,Other Scheme,Pensioner,214962210598,95054,0
9869,0,1,1,ST,Other Scheme,Worker,662269066694,149430,0
1586,1,1,0,ST,Post Matric Scholarship,Worker,738150933377,108597,1
8132,1,1,1,OBC,Pre Matric Scholarship,Pensioner,897676373425,2147,1
1325,0,1,1,ST,Other Scheme,Pensioner,926561653511,119599,0
2776,1,1,1,ST,Other Scheme,Pensioner,256884956733,89068,0
9257,0,1,1,VJNT,Pre Matric Scholarship,Farmer,325961595258,66228,1
5907,0,1,0,OBC,Post Matric Scholarship,Pensioner,463332743925,45971,1
8380,0,1,1,ST,Post Matric Scholarship,Worker,141197787580,154223,0
1390,1,1,0,OBC,Post Matric Scholarship,Pensioner,791992485917,158493,0
1414,0,1,1,OBC,Post Matric Scholarship,Student,917798733359,63834,0
5654,0,0,0,VJNT,Pre Matric Scholarship,Student,942495780754,164404,0
8649,1,1,1,VJNT,Other Scheme,Worker,934173869293,88623,1
5256,1,1,1,VJNT,Pre Matric Scholarship,Student,267826560435,59849,0
1523,1,0,0,VJNT,Other Scheme,Farmer,446161178688,126139,0
161,0,1,0,General,Post Matric Scholarship,Farmer,500615504199,24447,1
9026,0,1,0,OBC,Pre Matric Scholarship,Worker,779065286512,96083,1
8308,0,1,0,General,Pre Matric Scholarship,Farmer,658556705869,91588,1
7811,1,1,0,VJNT,Post Matric Scholarship,Student,730919087135,134501,1
6957,0,1,1,ST,Pre Matric Scholarship,Pensioner,876509742773,80884,1
229,1,0,1,OBC,Other Scheme,Worker,635089930095,170141,1
3875,1,1,1,General,Post Matric Scholarship,Worker,709302467619,74861,0
7029,1,0,1,SC,Pre Matric Scholarship,Farmer,126613780173,46795,1
4120,0,1,1,ST,Post Matric Scholarship,Worker,666782708296,31248,0
6976,0,1,1,SC,Pre Matric Scholarship,Student,647437904677,169977,0
3125,1,0,0,SC,Post Matric Scholarship,Student,692845162568,32809,0
1658,0,0,0,OBC,Pre Matric Scholarship,Student,461631403410,10160,1
8334,1,0,1,OBC,Post Matric Scholarship,Pensioner,470900190441,43451,0
4064,1,1,0,ST,Post Matric Scholarship,Farmer,161239872710,99599,1
2957,1,0,1,General,Other Scheme,Student,120400345589,111608,1
4558,0,1,0,SC,Pre Matric Scholarship,Worker,975883699430,72750,1
4484,0,0,1,SC,Other Scheme,Student,496826527861,112730,0
8662,1,0,1,OBC,Pre Matric Scholarship,Worker,667651769554,64321,1
7357,0,1,1,OBC,Pre Matric Scholarship,Worker,891361745562,152024,1
6601,1,1,1,ST,Pre Matric Scholarship,Student,712361607070,104087,1
3145,0,0,1,VJNT,Pre Matric Scholarship,Worker,235181807832,134629,0
4569,0,0,0,SC,Pre Matric Scholarship,Pensioner,571535104428,6491,1
6674,0,1,1,General,Post Matric Scholarship,Farmer,481903800260,118036,0
3487,0,1,0,SC,Other Scheme,Student,684928923734,59031,1
1172,0,1,0,ST,Pre Matric Scholarship,Worker,965675915453,16256,1
3063,0,1,1,OBC,Post Matric Scholarship,Pensioner,198348672960,124439,0
5043,0,0,0,ST,Pre Matric Scholarship,Farmer,831719193591,124641,1
111,1,0,1,ST,Pre Matric Scholarship,Worker,596191359070,55391,1
3294,0,0,0,SC,Pre Matric Scholarship,Worker,759809740020,30287,0
5049,1,1,0,OBC,Post Matric Scholarship,Farmer,922607555525,23712,0
3459,0,1,0,ST,Other Scheme,Pensioner,739380906875,184291,1
4275,1,0,0,VJNT,Post Matric Scholarship,Worker,573122015377,85803,0
2159,0,0,0,VJNT,Pre Matric Scholarship,Pensioner,698110969140,49602,0
9637,1,1,0,ST,Post Matric Scholarship,Pensioner,726983321992,133178,0
5303,1,0,0,ST,Post Matric Scholarship,Worker,596465055961,44818,1
4557,0,0,1,OBC,Pre Matric Scholarship,Pensioner,199675189230,48290,1
9883,1,0,1,SC,Pre Matric Scholarship,Student,139432503708,165980,0
4285,0,0,0,General,Other Scheme,Student,501935087413,182035,0
280,1,1,1,OBC,Other Scheme,Student,247172642866,54908,0
3826,1,0,1,OBC,Pre Matric Scholarship,Farmer,232182949409,94174,0
4552,1,1,0,VJNT,Post Matric Scholarship,Student,375775070137,162693,1
9410,1,0,0,ST,Other Scheme,Worker,999086299099,71863,0
8282,0,1,1,VJNT,Pre Matric Scholarship,Student,473208397432,171106,0
9896,0,1,0,OBC,Pre Matric Scholarship,Pensioner,108744335091,142734,0
8185,1,0,1,General,Other Scheme,Pensioner,872122190427,180021,1
5821,0,1,1,General,Pre Matric Scholarship,Farmer,748969296074,139970,1
4590,0,0,1,ST,Pre Matric Scholarship,Worker,327620074528,6313,0
5287,1,1,1,VJNT,Post Matric Scholarship,Student,684984028808,192180,0
2341,0,0,1,VJNT,Other Scheme,Worker,483198598369,150666,0
3035,1,0,1,OBC,Post Matric Scholarship,Pensioner,666620150600,194909,1
1886,0,1,0,General,Pre Matric Scholarship,Worker,406430216310,144324,0
3827,0,1,1,VJNT,Pre Matric Scholarship,Pensioner,138671409595,37896,1
6427,1,1,0,General,Pre Matric Scholarship,Student,746162389282,150709,0
3541,1,0,0,General,Post Matric Scholarship,Pensioner,465135625287,151214,0
3873,1,0,0,General,Pre Matric Scholarship,Worker,909846777816,187118,0
2205,0,1,0,ST,Other Scheme,Student,400285333610,138839,0
8867,1,1,0,SC,Pre Matric Scholarship,Pensioner,345573576571,151355,0
364,0,1,1,SC,Pre Matric Scholarship,Worker,594440637113,29570,1
9314,1,0,1,General,Other Scheme,Pensioner,333601472358,48036,0
1288,0,0,1,SC,Post Matric Scholarship,Student,879667028303,64131,1
7998,0,1,0,General,Other Scheme,Farmer,746459225274,55389,1
6892,1,1,1,SC,Other Scheme,Worker,686946062160,83445,0
7902,0,1,0,General,Pre Matric Scholarship,Pensioner,425825418388,169024,1
8091,1,0,1,OBC,Post Matric Scholarship,Pensioner,199279065734,160179,0
6142,0,0,0,SC,Other Scheme,Worker,965015390917,85533,0
6165,1,1,0,VJNT,Other Scheme,Worker,376412800932,187161,0
5482,1,1,1,General,Pre Matric Scholarship,Pensioner,762786275833,142693,1
4045,1,1,1,OBC,Pre Matric Scholarship,Farmer,888777504917,157236,0
9978,1,0,1,SC,Other Scheme,Farmer,810427602471,192412,0
7479,1,0,0,SC,Post Matric Scholarship,Farmer,549481051094,74188,1
5903,0,0,1,ST,Pre Matric Scholarship,Worker,956412164084,123863,0
6202,0,1,0,SC,Post Matric Scholarship,Pensioner,938548408358,134017,0
5496,0,1,1,OBC,Pre Matric Scholarship,Worker,930465779410,108117,0
1337,1,0,1,ST,Pre Matric Scholarship,Student,287242055828,190824,0
273,1,1,0,General,Pre Matric Scholarship,Pensioner,379060905423,83508,0
7241,1,1,0,ST,Post Matric Scholarship,Pensioner,262569859481,99187,1
365,0,0,1,VJNT,Other Scheme,Worker,961245092838,160244,0
5491,0,1,1,SC,Other Scheme,Student,566866384369,50851,0
3188,0,0,0,SC,Pre Matric Scholarship,Worker,106199693114,187887,1
7422,1,1,1,OBC,Post Matric Scholarship,Farmer,481022938196,12896,0
5609,1,0,0,SC,Other Scheme,Pensioner,825566741298,109618,0
1664,1,1,0,SC,Other Scheme,Student,475037198026,52491,1
228,0,0,1,ST,Pre Matric Scholarship,Pensioner,217817870741,198490,0
1302,0,0,0,VJNT,Pre Matric Scholarship,Farmer,566129519660,155388,1
6374,0,0,0,VJNT,Pre Matric Scholarship,Farmer,799084683277,83636,1
4912,1,0,0,SC,Other Scheme,Worker,810805975081,32692,0
6950,1,0,1,SC,Post Matric Scholarship,Pensioner,715076119234,140654,0
1781,1,1,0,VJNT,Post Matric Scholarship,Worker,925383272967,175577,0
1892,1,0,0,VJNT,Other Scheme,Student,185181588989,21822,0
9450,0,0,1,ST,Other Scheme,Pensioner,945185608118,116057,0
1985,1,1,1,OBC,Other Scheme,Farmer,265953436327,87624,1
9929,0,0,1,OBC,Post Matric Scholarship,Farmer,217039442540,177621,0
3750,1,1,1,VJNT,Pre Matric Scholarship,Pensioner,980052228200,10528,0
7302,1,1,1,OBC,Post Matric Scholarship,Farmer,876202212834,118949,0
9004,0,1,1,SC,Post Matric Scholarship,Worker,682855538878,95609,0
1576,1,0,0,ST,Post Matric Scholarship,Worker,943082526271,16099,1
2011,0,0,0,VJNT,Pre Matric Scholarship,Pensioner,222401468244,147777,1
2211,1,1,1,VJNT,Other Scheme,Worker,543208924757,12052,0
537,1,0,0,ST,Pre Matric Scholarship,Student,559195355473,41428,0
2777,0,1,1,SC,Pre Matric Scholarship,Pensioner,561964369304,185186,0
4554,1,0,0,OBC,Pre Matric Scholarship,Worker,309628547535,60531,1
6423,0,1,0,ST,Pre Matric Scholarship,Worker,531618143200,97914,0
2074,0,1,1,OBC,Other Scheme,Worker,259817482714,128498,1
7284,0,0,1,General,Other Scheme,Pensioner,874461476759,61969,0
5143,0,1,0,ST,Other Scheme,Pensioner,947807595669,188816,0
5092,1,0,0,General,Pre Matric Scholarship,Worker,632679311320,101690,0
798,1,1,1,VJNT,Pre Matric Scholarship,Farmer,356553729782,77646,0
4064,1,0,0,General,Post Matric Scholarship,Worker,237189633393,176845,1
9599,1,1,1,VJNT,Post Matric Scholarship,Pensioner,681549115529,103708,1
3095,1,0,1,ST,Pre Matric Scholarship,Farmer,274707424709,197743,0
4137,0,1,1,General,Pre Matric Scholarship,Student,871716805657,169437,0
1730,1,1,0,VJNT,Post Matric Scholarship,Worker,821674369832,136756,1
2757,0,1,0,OBC,Post Matric Scholarship,Student,418174135363,97193,0
7984,0,1,0,VJNT,Other Scheme,Worker,882256382714,106706,1
6432,1,1,0,OBC,Post Matric Scholarship,Farmer,160458017621,65997,1
8736,0,0,1,ST,Post Matric Scholarship,Worker,840085794244,48979,1
2357,1,1,0,VJNT,Pre Matric Scholarship,Worker,512430265714,190216,1
2877,0,1,0,SC,Post Matric Scholarship,Worker,972161148209,92092,1
4199,1,1,0,General,Other Scheme,Worker,627076567441,146056,0
8626,0,0,0,General,Other Scheme,Pensioner,630293690185,3343,1
8898,0,0,1,OBC,Pre Matric Scholarship,Student,776534467885,5870,0
